开始日期,结束日期,广告组合名称,货币,广告活动名称,广告组名称,零售商,投放,匹配类型,客户搜索词,展示量,点击量,点击率,每次点击成本,花费,七天总销售额,广告投入产出比总计,总广告投资回报率,七天总订单数,七天总销售量,七天的转化率,七天内单个商品广告销售量,七天内其他单个商品销售量,七天内广告单个产品销售额,七天内其他单个产品销售额
2025-05-21,2025/5/21,Guard G04C,USD,Guard G04C Auto,G04C06,Amazon,*,BROAD,b0dpngbh23,4,1,0.25,0.2,0.2,0,,0,0,0,0,0,0,0,0
2025-04-30,2025/4/30,Adapter,USD,Adapter 2575 1575 Adapter 定位1,Dixon  Blastline USA Inc.Diamond Home USA,Amazon,"asin=""B007IV5J96""",-,b007iv5j96,1,1,1,1,1,0,,0,0,0,0,0,0,0,0
2025-05-03,2025/5/18,No Portfolio,USD,Wrench定位,W03,Amazon,"asin=""B006O1VRY2""",-,b006o1vry2,20,2,0.1,0.39,0.78,0,,0,0,0,0,0,0,0,0
2025-05-04,2025/5/21,No Portfolio,USD,Wrench定位,W03,Amazon,"asin=""B00LZQVXGS""",-,b00lzqvxgs,29,2,0.068965517,0.33,0.66,0,,0,0,0,0,0,0,0,0
2025-05-16,2025/5/24,Nozzle,USD,Nozzle Brass Manual Exact,高ACOS,Amazon,fire hose,EXACT,fire hose,2,2,1,0.31,0.62,0,,0,0,0,0,0,0,0,0
2025-05-23,2025/5/23,Guard G04C,USD,Guard G04C product targeting 1 cage,HT,Amazon,"asin=""B07952JB94""",-,b07952jb94,9,1,0.111111111,0.35,0.35,0,,0,0,0,0,0,0,0,0
2025-05-22,2025/5/22,Guard G02R,USD,Guard G02R product targeting 1 cage,HT,Amazon,"asin=""B07CJXLBQC""",-,b07cjxlbqc,23,1,0.043478261,0.7,0.7,0,,0,0,0,0,0,0,0,0
2025-05-06,2025/5/6,Guard G06W,USD,Guard G06W product targeting 1 cage,HT,Amazon,"asin=""B07CJXLBQC""",-,b07cjxlbqc,10,1,0.1,0.7,0.7,0,,0,0,0,0,0,0,0,0
2025-05-05,2025/5/6,Guard G04C,USD,Guard G04C product targeting 1 cage,HT,Amazon,"asin=""B07M95PWGR""",-,b07m95pwgr,9,2,0.222222222,0.57,1.14,43.69,2.61%,38.32,1,1,0.5,0,1,0,43.69
2025-05-13,2025/5/13,Guard G04C,USD,Guard G04C product targeting 1 cage,HT,Amazon,"asin=""B07CJXLBQC""",-,b07cjxlbqc,7,1,0.142857143,0.66,0.66,0,,0,0,0,0,0,0,0,0
2025-05-10,2025/5/10,Guard G06W,USD,Guard G06W Words Exact 2,词根词短sprinkler+,Amazon,sprinkler guards,EXACT,sprinkler guard,17,1,0.058823529,1.57,1.57,0,,0,0,0,0,0,0,0,0
2025-05-03,2025/5/23,Guard G05W02 4 6 8,USD,Guard G05W02 4 6 8 Word Exact 2,词根词长 sprinkler head+,Amazon,sprinkler head guards,EXACT,sprinkler head guard,38,3,0.078947368,1.533333333,4.6,39.08,11.77%,8.5,1,1,0.333333333,1,0,39.08,0
2025-05-02,2025/5/23,Guard G05W02 4 6 8,USD,Guard G05W02 4 6 8 Word Exact 2,词根词长 sprinkler head+,Amazon,sprinkler head guards,EXACT,sprinkler head guards,23,2,0.086956522,1.4,2.8,0,,0,0,0,0,0,0,0,0
2025-04-30,2025/5/23,Guard G05W02 4 6 8,USD,Guard G05W02 4 6 8 Word Exact 2,词根词短sprinkler+,Amazon,sprinkler guards,EXACT,sprinkler guard,942,11,0.011677282,1.234545455,13.58,15.65,86.77%,1.15,1,1,0.090909091,0,1,0,15.65
2025-05-09,2025/5/9,Guard G05W02 4 6 8,USD,Guard G05W02 4 6 8 Word Exact 2,词根词短sprinkler+,Amazon,sprinkler guards,EXACT,sprinkler guards,8,1,0.125,1.4,1.4,0,,0,0,0,0,0,0,0,0
2025-05-06,2025/5/6,Guard G05W02 4 6 8,USD,Guard G05W02 4 6 8 Word Exact 2,词根词短sprinkler+,Amazon,sprinkler guards,EXACT,sprinklers guards,14,1,0.071428571,1.22,1.22,0,,0,0,0,0,0,0,0,0
2025-05-03,2025/5/3,Guard G05R,USD,Guard G05R Words Exact 2,词根词短sprinkler+,Amazon,sprinkler guard,EXACT,sprinkler guards,8,1,0.125,0.87,0.87,0,,0,0,0,0,0,0,0,0
2025-05-20,2025/5/20,Guard G02R75,USD,Guard G0275 Words Exact 2,词根词长 sprinkler head+,Amazon,sprinkler head cover,EXACT,sprinkler head cover,4,1,0.25,0.64,0.64,0,,0,0,0,0,0,0,0,0
2025-05-01,2025/5/10,Guard G05R,USD,Guard G05R producting target 1 cage,HT,Amazon,"asin=""B07952JB94""",-,b07952jb94,34,2,0.058823529,0.8,1.6,0,,0,0,0,0,0,0,0,0
2025-05-13,2025/5/13,Guard G05R,USD,Guard G05R producting target 1 cage,HT,Amazon,"asin=""B07CJXLBQC""",-,b07cjxlbqc,8,1,0.125,0.45,0.45,22.22,2.03%,49.38,1,1,1,0,1,0,22.22
2025-05-29,2025/5/29,Guard G05R,USD,Guard G05R producting target 1 cage,HT,Amazon,"asin=""B079KN885B""",-,happy tree,2,2,1,0.35,0.7,0,,0,0,0,0,0,0,0,0
2025-05-02,2025/5/22,Guard G05W02 4 6 8,USD,Guard G05W02 4 6 8 Product targeting 1 cage,HT,Amazon,"asin=""B07CJXLBQC""",-,b07cjxlbqc,59,3,0.050847458,0.866666667,2.6,16.07,16.18%,6.18,1,1,0.333333333,1,0,16.07,0
2025-05-02,2025/5/15,Guard G05W02 4 6 8,USD,Guard G05W02 4 6 8 Product targeting 1 cage,HT,Amazon,"asin=""B079KN885B""",-,b079kn885b,143,4,0.027972028,0.8425,3.37,113.31,2.97%,33.62,2,3,0.5,0,3,0,113.31
2025-05-22,2025/5/22,Guard G02R75,USD,Guard G02R75 product targeting 1 cage,HT,Amazon,"asin=""B07CJXLBQC""",-,b07cjxlbqc,39,2,0.051282051,0.63,1.26,0,,0,0,0,0,0,0,0,0
2025-05-09,2025/5/9,Guard G06W,USD,Guard G06W Words Exact 2,词根词长 sprinkler head+,Amazon,sprinkler head cages,EXACT,sprinkler head cage,4,1,0.25,1,1,0,,0,0,0,0,0,0,0,0
2025-05-09,2025/5/9,Guard G06W,USD,Guard G06W Words Exact 2,词根词长 sprinkler head+,Amazon,sprinkler head cages,EXACT,sprinkler head cages,3,1,0.333333333,1,1,0,,0,0,0,0,0,0,0,0
2025-05-14,2025/5/23,Guard G06W,USD,Guard G06W Words Exact 2,词根词长 sprinkler head+,Amazon,sprinkler head guard,EXACT,sprinkler head guards,11,3,0.272727273,0.993333333,2.98,0,,0,0,0,0,0,0,0,0
2025-04-30,2025/4/30,Guard G06W,USD,Guard G06W Words Exact 2,词根词长 sprinkler head+,Amazon,sprinkler head covers,EXACT,sprinkler head covers,6,1,0.166666667,1,1,0,,0,0,0,0,0,0,0,0
2025-05-08,2025/5/8,Escutcheon,USD,White Escutcheon 3/4 Targeting,SE2W0675,Amazon,"asin=""B07MNKHDXS""",-,b07mnkhdxs,2,1,0.5,0.3,0.3,0,,0,0,0,0,0,0,0,0
2025-05-08,2025/5/12,Escutcheon,USD,1/2 White Escutcheon 定位,SE2W12,Amazon,"asin=""B076NXWWXZ""",-,b076nxwwxz,18,2,0.111111111,0.35,0.7,0,,0,0,0,0,0,0,0,0
2025-05-19,2025/5/26,Escutcheon,USD,1/2 White Escutcheon 定位,SE2W12,Amazon,"asin=""B076P5K52J""",-,b076p5k52j,214,4,0.018691589,0.57,2.28,0,,0,0,0,0,0,0,0,0
2025-05-17,2025/5/17,Escutcheon,USD,1/2 White Escutcheon 定位,SE2W12,Amazon,"asin=""B07PF394DR""",-,b07pf394dr,4,1,0.25,0.52,0.52,54.81,0.95%,105.4,2,2,2,1,1,34.82,19.99
2025-05-06,2025/5/6,Escutcheon,USD,"3/4"" Chrome Escutcheon定位",6 Pack,Amazon,"asin=""B07PF394DR""",-,b07pf394dr,10,1,0.1,0.3,0.3,0,,0,0,0,0,0,0,0,0
2025-05-08,2025/5/8,Escutcheon,USD,1/2 Chrome Escutcheon定位,SE2C06,Amazon,"asin=""B07MNKHDXS""",-,b07mnkhdxs,3,1,0.333333333,0.65,0.65,0,,0,0,0,0,0,0,0,0
2025-05-22,2025/5/29,Escutcheon,USD,1/2 White Escutcheon 定位,SE2W06,Amazon,"asin=""B07PF394DR""",-,b07pf394dr,9,2,0.222222222,0.45,0.9,19.99,4.50%,22.21,1,1,0.5,1,0,19.99,0
2025-05-17,2025/5/17,Escutcheon,USD,1/2 White Escutcheon 定位,SE2W12,Amazon,"asin=""B07CJXLBQC""",-,b07cjxlbqc,13,1,0.076923077,0.7,0.7,0,,0,0,0,0,0,0,0,0
2025-05-22,2025/5/22,Escutcheon,USD,1/2 Chrome Escutcheon定位,SE2C06,Amazon,"asin=""B07CJXLBQC""",-,b07cjxlbqc,1,1,1,0.39,0.39,0,,0,0,0,0,0,0,0,0
2025-05-08,2025/5/8,Escutcheon,USD,"3/4"" Chrome Escutcheon定位",6 Pack,Amazon,"asin=""B07CJXLBQC""",-,fire sprinkler head cover,5,1,0.2,0.46,0.46,0,,0,0,0,0,0,0,0,0
2025-04-30,2025/4/30,Escutcheon,USD,"3/4"" Chrome Escutcheon定位",6 Pack,Amazon,"asin=""B07CJXLBQC""",-,sprinkler head cage,4,1,0.25,0.46,0.46,0,,0,0,0,0,0,0,0,0
2025-05-27,2025/5/27,Escutcheon,USD,1/2 White Escutcheon 定位,SE2W06,Amazon,"asin=""B07CJXLBQC""",-,fire sprinkles head cover,1,1,1,0.63,0.63,19.99,3.15%,31.73,1,1,1,1,0,19.99,0
2025-04-30,2025/5/27,Guard G05W02 4 6 8,USD,Guard G05W02 4 6 8 Word Exact 2,词根词长 sprinkler head+,Amazon,sprinkler head protectors,EXACT,sprinkler head protector,2653,21,0.007915567,1.528571429,32.1,39.08,82.14%,1.22,1,1,0.047619048,1,0,39.08,0
2025-05-04,2025/5/16,Guard G05W02 4 6 8,USD,Guard G05W02 4 6 8 Word Exact 2,词根词长 sprinkler head+,Amazon,sprinkler head protectors,EXACT,sprinkler head protectors,44,4,0.090909091,1.515,6.06,16.07,37.71%,2.65,1,1,0.25,0,1,0,16.07
2025-05-06,2025/5/6,Guard G05R,USD,Guard G05R Words Exact 2,词根词短sprinkler+,Amazon,sprinkler covers,EXACT,sprinkler cover,4,1,0.25,0.87,0.87,15.99,5.44%,18.38,1,1,1,1,0,15.99,0
2025-05-24,2025/5/24,Guard G06W,USD,Guard G06W Words Exact 2,词根词短sprinkler+,Amazon,sprinkler protectors,EXACT,sprinkler protectors,4,1,0.25,1.57,1.57,0,,0,0,0,0,0,0,0,0
2025-05-17,2025/5/17,No Portfolio,USD,Wrench定位,W03,Amazon,"asin=""B0796YJYK6""",-,b0796yjyk6,11,1,0.090909091,0.4,0.4,0,,0,0,0,0,0,0,0,0
2025-05-02,2025/5/2,No Portfolio,USD,Wrench定位,W03,Amazon,"asin=""B0796YJYK6""",-,fire sprinkler head wrench,1,1,1,0.32,0.32,0,,0,0,0,0,0,0,0,0
2025-05-14,2025/5/14,Guard G05R,USD,Guard G05R producting target 1 cage,TU,Amazon,"asin=""B07YCK7Y5B""",-,b07yck7y5b,3,1,0.333333333,1.16,1.16,0,,0,0,0,0,0,0,0,0
2025-05-23,2025/5/23,Guard G05W02 4 6 8,USD,Guard G05W02 4 6 8 Product targeting 1 cage,TU,Amazon,"asin=""B07YCK7Y5B""",-,fire sprinkler cover,1,1,1,0.7,0.7,0,,0,0,0,0,0,0,0,0
2025-05-15,2025/5/15,Guard G04C,USD,Guard G04C Words Exact 2,词根词长 sprinkler head+,Amazon,sprinkler head guards,EXACT,sprinkler head guard,7,1,0.142857143,0.8,0.8,0,,0,0,0,0,0,0,0,0
2025-05-10,2025/5/10,Guard G04C,USD,Guard G04C Words Exact 2,词根词长 sprinkler head+,Amazon,sprinkler head guards,EXACT,sprinkler head guards,7,2,0.285714286,0.8,1.6,14.96,10.70%,9.35,1,1,0.5,1,0,14.96,0
2025-05-15,2025/5/15,Guard G04C,USD,Guard G04C Words Exact 2,词根词长 sprinkler head+,Amazon,sprinkler head guards,EXACT,sprinklers head guards,1,1,1,0.8,0.8,0,,0,0,0,0,0,0,0,0
2025-05-06,2025/5/6,Guard G05R,USD,Guard G05R Words Exact 1,Fire sprinkler head+长尾词,Amazon,fire sprinkler head protector,EXACT,fire sprinkler head protector,4,1,0.25,1.44,1.44,14.65,9.83%,10.17,1,1,1,1,0,14.65,0
2025-05-14,2025/5/14,Guard G02R,USD,Guard G02R Words Exact 1,Fire sprinkler+长尾词,Amazon,fire sprinkler guard,EXACT,fire sprinkler guard,5,1,0.2,0.67,0.67,0,,0,0,0,0,0,0,0,0
2025-05-16,2025/5/16,Guard G02R,USD,Guard G02R Words Exact 1,Fire sprinkler+长尾词,Amazon,fire sprinkler guard,EXACT,fire sprinkler guards,3,1,0.333333333,1.35,1.35,256.48,0.53%,189.99,1,7,1,7,0,256.48,0
2025-05-01,2025/5/1,Guard G05W02 4 6 8,USD,Guard G05W02 4 6 8 Product targeting 1 cage,RO,Amazon,"asin=""B07YLQHSNY""",-,b07ylqhsny,2,1,0.5,1.92,1.92,0,,0,0,0,0,0,0,0,0
2025-05-27,2025/5/27,Guard G05W02 4 6 8,USD,Guard G05W02 4 6 8 Product targeting 1 cage,RO,Amazon,"asin=""B07YLQHSNY""",-,sprinkler guard,7,1,0.142857143,1.1,1.1,0,,0,0,0,0,0,0,0,0
2025-05-11,2025/5/11,Guard G05W02 4 6 8,USD,Guard G05W02 4 6 8 Product targeting 1 cage,RO,Amazon,"asin=""B07YLQHSNY""",-,sprinkler head cage guard,1,1,1,1.1,1.1,64.84,1.70%,58.95,2,2,2,1,1,27.07,37.77
2025-05-01,2025/5/1,Guard G05W02 4 6 8,USD,Guard G05W02 4 6 8 Product targeting 1 cage,RO,Amazon,"asin=""B07YLQHSNY""",-,sprinkler heads pop up,46,1,0.02173913,1.1,1.1,0,,0,0,0,0,0,0,0,0
2025-05-18,2025/5/18,Guard G02R,USD,Guard G02R product targeting 1 cage,TU,Amazon,"asin=""B07YCK7Y5B""",-,b07yck7y5b,3,1,0.333333333,0.7,0.7,0,,0,0,0,0,0,0,0,0
2025-05-26,2025/5/26,Escutcheon,USD,"1/2"" Chrome Escutcheon Manual Exact",SEW02 replace SEC06,Amazon,ceiling fire sprinkler cover,EXACT,ceiling fire sprinkler cover,2,1,0.5,1.01,1.01,0,,0,0,0,0,0,0,0,0
2025-05-03,2025/5/3,Escutcheon,USD,1/2 Chrome Escutcheon定位,SE2C12,Amazon,"asin=""B07XYGQNJF""",-,b07xygqnjf,3,1,0.333333333,0.52,0.52,0,,0,0,0,0,0,0,0,0
2025-05-06,2025/5/6,Escutcheon,USD,1/2 White Escutcheon 定位,SE2W02,Amazon,"asin=""B01MR82B90""",-,b01mr82b90,132,1,0.007575758,0.6,0.6,14.99,4.00%,24.98,1,1,1,1,0,14.99,0
2025-05-01,2025/5/21,Escutcheon,USD,1/2 White Escutcheon 定位,SE2W02,Amazon,"asin=""B076P5K52J""",-,b076p5k52j,601,9,0.014975042,0.568888889,5.12,29.98,17.08%,5.86,2,2,0.222222222,2,0,29.98,0
2025-05-16,2025/5/16,Escutcheon,USD,1/2 White Escutcheon 定位,SE2W12,Amazon,"asin=""B00LZQVXGS""",-,fire sprinkler head guard cover,3,1,0.333333333,0.46,0.46,0,,0,0,0,0,0,0,0,0
2025-05-20,2025/5/20,Escutcheon,USD,"3/4"" Chrome Escutcheon定位",6 Pack,Amazon,"asin=""B00LZQVXGS""",-,b00lzqvxgs,3,1,0.333333333,0.33,0.33,0,,0,0,0,0,0,0,0,0
2025-05-08,2025/5/8,Escutcheon,USD,"3/4"" Chrome Escutcheon定位",6 Pack,Amazon,"asin=""B07YCK7Y5B""",-,sprinkler head protector,2,1,0.5,0.27,0.27,0,,0,0,0,0,0,0,0,0
2025-05-27,2025/5/27,Escutcheon,USD,White Escutcheon 3/4 Targeting,SE2W0275,Amazon,"asin=""B07ZWDTRL2""",-,b07zwdtrl2,1,1,1,0.2,0.2,0,,0,0,0,0,0,0,0,0
2025-05-27,2025/5/27,Escutcheon,USD,1/2 White Escutcheon 定位,SE2W02,Amazon,"asin=""B07MHY6QJK""",-,b07mhy6qjk,6,1,0.166666667,0.42,0.42,0,,0,0,0,0,0,0,0,0
2025-05-08,2025/5/11,Escutcheon,USD,1/2 White Escutcheon 定位,SE2W06,Amazon,"asin=""B07YCK7Y5B""",-,fire sprinkler covers,32,3,0.09375,0.56,1.68,0,,0,0,0,0,0,0,0,0
2025-05-03,2025/5/3,Escutcheon,USD,1/2 White Escutcheon 定位,SE2W06,Amazon,"asin=""B07YCK7Y5B""",-,sprinkler head cover,3,1,0.333333333,0.56,0.56,0,,0,0,0,0,0,0,0,0
2025-05-29,2025/5/29,Escutcheon,USD,1/2 White Escutcheon 定位,SE2W12,Amazon,"asin=""B07MHY6QJK""",-,b07mhy6qjk,5,1,0.2,0.4,0.4,0,,0,0,0,0,0,0,0,0
2025-05-12,2025/5/12,Escutcheon,USD,"3/4"" Chrome Escutcheon定位",2 Pack,Amazon,"asin=""B07YCX7GDB""",-,sprinkler cover,1,1,1,0.2,0.2,0,,0,0,0,0,0,0,0,0
2025-05-22,2025/5/22,No Portfolio,USD,Fire sprinkler head wrench manual,W03 Exact,Amazon,fire sprinkler shut off tool,EXACT,fire sprinkler shut off tool,4,1,0.25,0.45,0.45,0,,0,0,0,0,0,0,0,0
2025-05-09,2025/5/9,Guard G04C,USD,Guard G04C Words Exact 2,词根词长 sprinkler head+,Amazon,sprinkler head cage,EXACT,sprinkler head cages,1,1,1,0.83,0.83,0,,0,0,0,0,0,0,0,0
2025-05-22,2025/5/22,Guard G02R75,USD,Guard G02R75 Words Exact 1,Fire sprinkler head+长尾词,Amazon,fire sprinkler head cages,EXACT,fire sprinkler head cages,1,1,1,0.7,0.7,524.28,0.13%,748.97,3,12,3,12,0,524.28,0
2025-05-02,2025/5/2,Escutcheon,USD,"1/2"" Chrome Escutcheon Manual Exact",SE2C12,Amazon,sprinklers escutcheon,EXACT,sprinkler escutcheon,8,1,0.125,1.2,1.2,0,,0,0,0,0,0,0,0,0
2025-05-24,2025/5/24,Guard G02R,USD,Guard G02R Words Exact 1,Fire sprinkler+长尾词,Amazon,fire sprinkler cage,EXACT,fire sprinkler cages,3,1,0.333333333,1.05,1.05,0,,0,0,0,0,0,0,0,0
2025-05-27,2025/5/27,Escutcheon,USD,White Escutcheon Manual Exact 1/2,SE2W12,Amazon,fire sprinkler head trim rings,EXACT,fire sprinkler head trim ring,2,1,0.5,0.96,0.96,0,,0,0,0,0,0,0,0,0
2025-05-13,2025/5/22,Guard G04C,USD,Guard G04C Words Exact 2,词根词长 sprinkler head+,Amazon,sprinkler head protectors,EXACT,sprinkler head protector,19,3,0.157894737,0.796666667,2.39,0,,0,0,0,0,0,0,0,0
2025-05-15,2025/5/15,Escutcheon,USD,3/4 Chrome Escutcheon Manual,2 Pack,Amazon,sprinkler escutcheon,PHRASE,recessed fire sprinkler escutcheon 3/4 inner escutcheon,1,1,1,0.1,0.1,0,,0,0,0,0,0,0,0,0
2025-05-15,2025/5/15,No Portfolio,USD,Fire sprinkler head wrench manual,W03 Exact,Amazon,sprinkler head wrench tool,EXACT,sprinkler head wrench tool,1,1,1,0.45,0.45,0,,0,0,0,0,0,0,0,0
2025-05-02,2025/5/2,No Portfolio,USD,Fire sprinkler head wrench manual,W03 Exact,Amazon,sprinkler head wrench tools,EXACT,sprinkler head wrench tool,2,1,0.5,0.6,0.6,0,,0,0,0,0,0,0,0,0
2025-05-09,2025/5/16,Escutcheon,USD,"1/2"" Chrome Escutcheon Manual Exact",SE2C12,Amazon,sprinkler rings,EXACT,sprinkler ring,23,2,0.086956522,1.17,2.34,0,,0,0,0,0,0,0,0,0
2025-05-17,2025/5/17,Escutcheon,USD,"1/2"" Chrome Escutcheon Manual Exact",SE2C12,Amazon,sprinkler escutcheon rings,EXACT,sprinkler escutcheon ring,1,1,1,1.12,1.12,0,,0,0,0,0,0,0,0,0
2025-05-17,2025/5/17,Escutcheon,USD,"1/2"" Chrome Escutcheon Manual Exact",SEC02 SEC12 SEC06 Phrase,Amazon,fire sprinkler cover plate,EXACT,fire sprinkler cover plate,7,1,0.142857143,1.04,1.04,19.99,5.20%,19.22,1,1,1,1,0,19.99,0
2025-05-02,2025/5/2,Guard G02R,USD,Guard G02R Words Exact 1,Fire sprinkler head+长尾词,Amazon,fire sprinkler head protector,EXACT,fire sprinkler head protector,3,1,0.333333333,0.67,0.67,0,,0,0,0,0,0,0,0,0
2025-05-04,2025/5/4,Escutcheon,USD,"1/2"" Chrome Escutcheon Manual Exact",SEC02 SEC12 SEC06 Phrase,Amazon,fire sprinkler head,EXACT,fire sprinkler head,3,1,0.333333333,0.52,0.52,0,,0,0,0,0,0,0,0,0
2025-05-05,2025/5/5,Escutcheon,USD,"1/2"" Chrome Escutcheon Manual Exact",SEW02 replace SEC06,Amazon,fire sprinkler head cover,PHRASE,home ceiling fire sprinkler head covers replacement,1,1,1,0.99,0.99,0,,0,0,0,0,0,0,0,0
2025-05-14,2025/5/14,Escutcheon,USD,"1/2"" Chrome Escutcheon Manual Exact",SE2C12,Amazon,fire sprinkler covers for ceiling,EXACT,fire sprinkler covers for ceiling,8,1,0.125,2.4,2.4,33.24,7.22%,13.85,1,1,1,1,0,33.24,0
2025-05-17,2025/5/17,Escutcheon,USD,"1/2"" Chrome Escutcheon Manual Exact",SE2C12,Amazon,fire sprinkler head covers,EXACT,fire sprinkler head cover,2,1,0.5,0.52,0.52,0,,0,0,0,0,0,0,0,0
2025-05-14,2025/5/14,Escutcheon,USD,"1/2"" Chrome Escutcheon Manual Exact",SE2C12,Amazon,sprinkler head covers,EXACT,sprinkler head covers,6,1,0.166666667,0.52,0.52,0,,0,0,0,0,0,0,0,0
2025-04-30,2025/5/19,Escutcheon,USD,Escutcheon ABA 首页首位词,SEW02 06 10 12,Amazon,fire sprinkler escutcheon,EXACT,fire sprinkler escutcheon,70,5,0.071428571,1.51,7.55,120.18,6.28%,15.92,3,4,0.6,2,2,53.7,66.48
2025-05-06,2025/5/7,Escutcheon,USD,Escutcheon ABA 首页首位词,SEW02 06 10 12,Amazon,fire sprinkler escutcheon,EXACT,fire sprinkler escutcheons,29,2,0.068965517,1.41,2.82,0,,0,0,0,0,0,0,0,0
2025-05-02,2025/5/16,Escutcheon,USD,Escutcheon ABA 首页首位词,SEC All,Amazon,fire sprinkler escutcheon,EXACT,fire sprinkler escutcheon,12,2,0.166666667,1.565,3.13,33.24,9.42%,10.62,1,1,0.5,1,0,33.24,0
2025-05-11,2025/5/11,Carpet CCLS5C,USD,Carpet CCLS5C product targeting main N chemical n real extractor N potable N china extractor,CCS3 USA real extractor attachments,Amazon,"asin=""B00ZKQBTBI""",-,b00zkqbtbi,1,1,1,0.4,0.4,0,,0,0,0,0,0,0,0,0
2025-05-11,2025/5/11,Carpet CCLS5C,USD,Carpet CCLS5C product targeting main N chemical n real extractor N potable N china extractor,CCS3 USA real extractor attachments,Amazon,"asin=""B00V8ZWJIM""",-,b00v8zwjim,2,1,0.5,0.2,0.2,0,,0,0,0,0,0,0,0,0
2025-05-03,2025/5/5,Carpet CCS5C,USD,Carpet CCS5C Dispay product main,HTROTU,Amazon,"asin=""B072FMHK85""",-,b072fmhk85,176,2,0.011363636,1.1,2.2,0,,0,0,0,0,0,0,0,0
2025-05-01,2025/5/1,Nozzle,USD,Nozzle Brass Nozzle 定位 1,HT SS RO,Amazon,"asin=""B086STS56Q""",-,b086sts56q,17,1,0.058823529,0.03,0.03,0,,0,0,0,0,0,0,0,0
2025-05-19,2025/5/19,Escutcheon,USD,1/2 Chrome Escutcheon定位,SE2C12,Amazon,"asin=""B08BL1QC57""",-,b08bl1qc57,1,1,1,0.35,0.35,0,,0,0,0,0,0,0,0,0
2025-05-20,2025/5/20,Escutcheon,USD,White Escutcheon 3/4 Targeting,SE2W0675,Amazon,"asin=""B08BL1QC57""",-,b08bl1qc57,3,1,0.333333333,0.3,0.3,0,,0,0,0,0,0,0,0,0
2025-05-06,2025/5/25,Guard G04C,USD,Guard G04C product targeting 1 cage,HT,Amazon,"asin=""B08CCB6YM3""",-,b08ccb6ym3,130,5,0.038461538,0.598,2.99,30.62,9.76%,10.24,2,2,0.4,1,1,14.55,16.07
2025-05-02,2025/5/11,Guard G04C,USD,Guard G04C product targeting 1 cage,HT,Amazon,"asin=""B08CCZDS36""",-,b08cczds36,21,3,0.142857143,0.57,1.71,0,,0,0,0,0,0,0,0,0
2025-05-19,2025/5/19,Guard G02R,USD,Guard G02R product targeting 1 cage,HT,Amazon,"asin=""B08CCB6YM3""",-,b08ccb6ym3,14,1,0.071428571,0.7,0.7,0,,0,0,0,0,0,0,0,0
2025-05-20,2025/5/20,Guard G02R,USD,Guard G02R product targeting 1 cage,HT,Amazon,"asin=""B08CCZDS36""",-,b08cczds36,7,1,0.142857143,0.7,0.7,0,,0,0,0,0,0,0,0,0
2025-05-12,2025/5/21,Guard G02R,USD,Guard G02R product targeting 1 cage,HT,Amazon,"asin=""B08CDZGJC8""",-,b08cdzgjc8,21,2,0.095238095,0.65,1.3,0,,0,0,0,0,0,0,0,0
2025-05-21,2025/5/21,Guard G05W02 4 6 8,USD,Guard G05W02 4 6 8 Product targeting 1 cage,HT,Amazon,"asin=""B08CCB6YM3""",-,b08ccb6ym3,12,1,0.083333333,0.6,0.6,0,,0,0,0,0,0,0,0,0
2025-05-01,2025/5/28,Guard G05W02 4 6 8,USD,Guard G05W02 4 6 8 Product targeting 1 cage,HT,Amazon,"asin=""B08CCZDS36""",-,b08cczds36,497,13,0.026156942,1.02,13.26,209.68,6.32%,15.81,5,5,0.384615385,2,3,43.14,166.54
2025-05-14,2025/5/14,Guard G05W02 4 6 8,USD,Guard G05W02 4 6 8 Product targeting 1 cage,HT,Amazon,"asin=""B08CDZN2KR""",-,b08cdzn2kr,15,1,0.066666667,1.22,1.22,0,,0,0,0,0,0,0,0,0
2025-05-22,2025/5/22,Guard G05W02 4 6 8,USD,Guard G05W02 4 6 8 Product targeting 1 cage,HT,Amazon,"asin=""B08CDZGJC8""",-,b08cdzgjc8,29,1,0.034482759,1.22,1.22,0,,0,0,0,0,0,0,0,0
2025-05-22,2025/5/22,Guard G05W02 4 6 8,USD,Guard G05W02 4 6 8 Product targeting 1 cage,HT,Amazon,"asin=""B08CDZGJC8""",-,fire sprinkler cage,3,1,0.333333333,0.7,0.7,0,,0,0,0,0,0,0,0,0
2025-05-04,2025/5/25,Guard G06W,USD,Guard G06W product targeting 1 cage,HT,Amazon,"asin=""B08CCB6YM3""",-,b08ccb6ym3,141,6,0.042553191,0.67,4.02,16.07,25.02%,4,1,1,0.166666667,0,1,0,16.07
2025-05-24,2025/5/24,Guard G06W,USD,Guard G06W product targeting 1 cage,HT,Amazon,"asin=""B08CD1738K""",-,b08cd1738k,5,1,0.2,0.7,0.7,0,,0,0,0,0,0,0,0,0
2025-05-21,2025/5/24,Guard G06W,USD,Guard G06W product targeting 1 cage,HT,Amazon,"asin=""B08CCZDS36""",-,b08cczds36,48,3,0.0625,0.64,1.92,0,,0,0,0,0,0,0,0,0
2025-05-01,2025/5/23,Guard G06W,USD,Guard G06W product targeting 1 cage,HT,Amazon,"asin=""B08CDZN2KR""",-,b08cdzn2kr,18,4,0.222222222,0.555,2.22,113.31,1.96%,51.04,2,3,0.5,3,0,113.31,0
